Asset name,Source URL,License,Attribution required?,File format downloaded,Approximate polygon/triangle count,One-line description,Folder/category,File path
kenney retro-urban-kit detail-dumpster-closed,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-dumpster-closed.obj
kenney retro-urban-kit detail-dumpster-open,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-dumpster-open.obj
kenney retro-urban-kit detail-light-double,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-light-double.obj
kenney retro-urban-kit detail-light-single,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-light-single.obj
kenney retro-urban-kit detail-light-traffic,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-light-traffic.obj
kenney retro-urban-kit door-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_door-type-a.obj
kenney retro-urban-kit door-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_door-type-b.obj
kenney retro-urban-kit grass-corner-inner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_grass-corner-inner.obj
kenney retro-urban-kit grass-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_grass-corner.obj
kenney retro-urban-kit grass-hill,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_grass-hill.obj
kenney retro-urban-kit grass,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_grass.obj
kenney retro-urban-kit pallet-small,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_pallet-small.obj
kenney retro-urban-kit pallet,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_pallet.obj
kenney retro-urban-kit planks,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_planks.obj
kenney retro-urban-kit road-asphalt-center,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-center.obj
kenney retro-urban-kit road-asphalt-corner-inner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-corner-inner.obj
kenney retro-urban-kit road-asphalt-corner-outer,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-corner-outer.obj
kenney retro-urban-kit road-asphalt-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-corner.obj
kenney retro-urban-kit road-asphalt-damaged,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-damaged.obj
kenney retro-urban-kit road-asphalt-pavement,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-pavement.obj
kenney retro-urban-kit road-asphalt-side,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-side.obj
kenney retro-urban-kit road-asphalt-straight,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-straight.obj
kenney retro-urban-kit road-dirt-center,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-center.obj
kenney retro-urban-kit road-dirt-corner-inner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-corner-inner.obj
kenney retro-urban-kit road-dirt-corner-outer,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-corner-outer.obj
kenney retro-urban-kit road-dirt-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-corner.obj
kenney retro-urban-kit road-dirt-damaged,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-damaged.obj
kenney retro-urban-kit road-dirt-pavement,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-pavement.obj
kenney retro-urban-kit road-dirt-side,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-side.obj
kenney retro-urban-kit road-dirt-straight,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-straight.obj
kenney retro-urban-kit road-dirt-tile,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-tile.obj
kenney retro-urban-kit roof-metal-poles,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_roof-metal-poles.obj
kenney retro-urban-kit roof-metal-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_roof-metal-type-a.obj
kenney retro-urban-kit roof-metal-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_roof-metal-type-b.obj
kenney retro-urban-kit scaffolding-floor,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_scaffolding-floor.obj
kenney retro-urban-kit scaffolding-poles,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_scaffolding-poles.obj
kenney retro-urban-kit scaffolding-structure,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_scaffolding-structure.obj
kenney retro-urban-kit tree-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-large.obj
kenney retro-urban-kit tree-park-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-park-large.obj
kenney retro-urban-kit tree-park-pine-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-park-pine-large.obj
kenney retro-urban-kit tree-pine-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-pine-large.obj
kenney retro-urban-kit tree-pine-small,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-pine-small.obj
kenney retro-urban-kit tree-shrub,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-shrub.obj
kenney retro-urban-kit tree-small,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-small.obj
kenney retro-urban-kit truck-flat,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_truck-flat.obj
kenney retro-urban-kit truck-green-cargo,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_truck-green-cargo.obj
kenney retro-urban-kit truck-green,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_truck-green.obj
kenney retro-urban-kit truck-grey-cargo,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_truck-grey-cargo.obj
kenney retro-urban-kit truck-grey,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_truck-grey.obj
kenney retro-urban-kit wall-a-column-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-column-painted.obj
kenney retro-urban-kit wall-a-column,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-column.obj
kenney retro-urban-kit wall-a-corner-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-corner-painted.obj
kenney retro-urban-kit wall-a-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-corner.obj
kenney retro-urban-kit wall-a-detail-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-detail-painted.obj
kenney retro-urban-kit wall-a-detail,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-detail.obj
kenney retro-urban-kit wall-a-diagonal,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-diagonal.obj
kenney retro-urban-kit wall-a-door,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-door.obj
kenney retro-urban-kit wall-a-flat-garage,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-flat-garage.obj
kenney retro-urban-kit wall-a-flat-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-flat-painted.obj
kenney retro-urban-kit wall-a-flat-window,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-flat-window.obj
kenney retro-urban-kit wall-a-flat,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-flat.obj
kenney retro-urban-kit wall-a-garage,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-garage.obj
kenney retro-urban-kit wall-a-low-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-low-painted.obj
kenney retro-urban-kit wall-a-low,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-low.obj
kenney retro-urban-kit wall-a-open,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-open.obj
kenney retro-urban-kit wall-a-painted-diagonal,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-painted-diagonal.obj
kenney retro-urban-kit wall-a-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-painted.obj
kenney retro-urban-kit wall-a-roof-detailed,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-roof-detailed.obj
kenney retro-urban-kit wall-a-roof-slant-detailed,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-roof-slant-detailed.obj
kenney retro-urban-kit wall-a-roof-slant,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-roof-slant.obj
kenney retro-urban-kit wall-a-roof,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-roof.obj
kenney retro-urban-kit wall-a-window,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-window.obj
kenney retro-urban-kit wall-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a.obj
kenney retro-urban-kit wall-b-column,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-column.obj
kenney retro-urban-kit wall-b-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-corner.obj
kenney retro-urban-kit wall-b-detail-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-detail-painted.obj
